"","age","gender","white","nrsk1","nrsk2","nrsk3","nrsk4","nben1","nben2","nben3","nben4","rskben","plantSite","plantNew","morePlants","college","grad","ideology","democrat","republican","con","liberal","year"
"19672",61,1,1,3,3,5,5,3,6,4,6,4,6,6,6,1,1,6,0,1,1,0,2018
"19673",50,1,1,1,1,1,7,9,9,10,9,5,7,7,7,0,0,4,0,0,0,0,2018
"19674",48,1,1,10,10,10,10,7,5,7,5,4,4,5,4.5,0,0,6,0,1,1,0,2018
"19675",31,1,1,7,7,7,7,8,5,6,7,6,5,4,4.5,1,0,5,0,1,1,0,2018
"19676",37,1,1,6,6,6,6,4,4,4,4,4,4,4,4,0,0,3,0,0,0,1,2018
"19677",58,1,1,10,10,10,10,10,10,10,10,4,4,1,2.5,0,0,4,1,0,0,0,2018
"19678",29,1,1,7,5,3,2,7,6,3,2,5,3,4,3.5,0,0,3,0,0,0,1,2018
"19679",31,1,1,10,7,6,3,10,10,10,10,1,1,1,1,0,0,5,1,0,1,0,2018
"19680",31,0,1,7,7,7,3,3,5,8,7,4,3,4,3.5,0,0,2,0,0,0,1,2018
"19681",49,1,1,9,6,6,5,8,6,8,7,2,1,1,1,1,0,2,1,0,0,1,2018
"19682",45,1,1,4,5,4,6,8,7,8,7,6,7,7,7,0,0,5,0,1,1,0,2018
"19683",59,1,1,10,8,10,5,2,5,0,9,2,1,1,1,1,0,4,0,0,0,0,2018
"19684",53,1,1,3,3,3,3,4,3,7,7,7,7,7,7,0,0,6,0,0,1,0,2018
"19685",45,1,1,0,0,0,0,0,0,0,0,7,7,7,7,0,0,7,0,0,1,0,2018
"19686",58,1,1,8,8,8,5,4,6,7,4,3,4,4,4,0,0,4,0,0,0,0,2018
"19687",53,1,1,6,5,6,3,6,7,7,6,5,6,5,5.5,0,0,5,0,1,1,0,2018
"19688",52,1,1,3,2,3,0,7,7,7,7,6,4,4,4,0,0,5,0,0,1,0,2018
"19689",63,1,1,2,3,2,1,8,8,8,8,7,7,7,7,1,0,2,1,0,0,1,2018
"19690",59,1,1,4,0,4,10,4,5,3,5,4,5,4,4.5,0,0,2,0,1,0,1,2018
"19691",54,1,1,5,6,5,4,5,6,7,6,4,3,4,3.5,1,0,6,0,0,1,0,2018
"19692",39,1,1,2,4,2,3,8,2,7,4,6,6,7,6.5,0,0,2,0,0,0,1,2018
"19693",38,1,1,7,7,9,8,6,6,6,5,4,5,4,4.5,1,0,5,0,1,1,0,2018
"19694",42,1,1,4,5,4,4,4,4,4,4,4,4,4,4,0,0,4,1,0,0,0,2018
"19695",51,1,1,6,4,6,7,3,2,3,1,3,1,1,1,0,0,5,0,1,1,0,2018
"19696",56,1,1,3,3,2,4,6,8,7,8,4,6,6,6,1,1,1,1,0,0,1,2018
"19697",61,1,1,10,10,10,10,5,5,6,5,1,1,1,1,1,1,1,1,0,0,1,2018
"19698",38,1,1,10,10,9,9,10,9,10,9,7,7,7,7,1,1,4,1,0,0,0,2018
"19699",35,1,1,7,4,7,5,7,7,7,7,4,4,4,4,0,0,6,0,1,1,0,2018
"19700",31,1,1,7,3,7,2,4,8,10,9,6,5,5,5,1,1,4,0,0,0,0,2018
"19701",31,1,1,2,3,4,2,10,10,10,10,6,6,5,5.5,0,0,1,1,0,0,1,2018
"19702",53,1,1,4,4,4,1,10,NA,10,10,6,5,4,4.5,0,0,2,1,0,0,1,2018
"19703",43,1,1,9,9,9,9,0,0,0,0,1,1,1,1,0,0,2,1,0,0,1,2018
"19704",29,1,1,8,6,8,4,6,8,9,9,5,5,5,5,1,1,5,0,0,1,0,2018
"19705",63,1,1,8,7,8,2,9,9,10,8,3,1,2,1.5,0,0,3,1,0,0,1,2018
"19706",50,1,1,9,9,10,10,5,6,5,8,4,4,4,4,0,0,4,1,0,0,0,2018
"19707",61,1,1,7,8,7,9,6,7,6,7,4,4,5,4.5,0,0,4,0,0,0,0,2018
"19708",29,1,1,10,10,10,10,10,1,3,2,1,1,1,1,0,0,4,0,1,0,0,2018
"19709",62,1,1,3,1,1,2,8,8,9,7,5,6,7,6.5,1,0,6,0,1,1,0,2018
"19710",38,1,1,1,1,1,8,9,9,8,8,NA,4,4,4,1,1,2,0,1,0,1,2018
"19711",61,1,1,9,10,9,7,8,7,8,8,3,4,2,3,1,0,2,1,0,0,1,2018
"19712",44,1,1,6,6,8,7,8,5,8,6,2,4,1,2.5,0,0,4,1,0,0,0,2018
"19713",54,1,1,5,5,5,5,10,10,10,10,7,7,7,7,0,0,4,1,0,0,0,2018
"19714",36,1,1,4,8,4,2,9,7,7,8,5,5,4,4.5,0,0,7,0,1,1,0,2018
"19715",57,1,1,6,2,5,1,8,NA,9,7,7,7,7,7,0,0,7,0,1,1,0,2018
"19716",44,1,1,6,6,6,5,5,7,6,8,5,4,3,3.5,1,0,3,1,0,0,1,2018
"19717",31,1,1,6,6,6,5,4,4,4,4,5,1,1,1,0,0,4,0,0,0,0,2018
"19718",49,1,1,6,5,6,6,6,6,5,5,5,2,3,2.5,1,1,3,0,1,0,1,2018
"19719",43,1,1,7,7,7,7,5,5,5,5,4,4,2,3,0,0,4,0,1,0,0,2018
"19720",64,1,1,2,2,2,8,9,9,9,9,6,6,6,6,1,1,3,0,0,0,1,2018
"19721",64,1,1,8,8,8,6,9,9,8,8,5,6,5,5.5,1,0,2,1,0,0,1,2018
"19722",33,1,1,8,6,6,5,8,7,6,6,4,5,6,5.5,1,0,4,0,1,0,0,2018
"19723",63,1,1,0,6,5,9,5,0,0,0,1,1,1,1,0,0,5,0,1,1,0,2018
"19724",52,1,1,8,8,8,4,8,8,8,8,4,4,4,4,0,0,4,1,0,0,0,2018
"19725",57,1,1,6,6,6,7,7,6,8,8,5,4,4,4,0,0,4,0,0,0,0,2018
"19726",30,1,1,10,10,10,9,9,10,10,10,6,6,6,6,0,0,1,1,0,0,1,2018
"19727",26,1,1,8,10,8,9,5,8,9,8,5,3,3,3,1,0,2,1,0,0,1,2018
"19728",36,1,1,10,10,1,10,0,1,1,0,2,1,1,1,1,0,4,0,0,0,0,2018
"19729",32,1,1,5,7,5,10,10,10,10,10,7,7,7,7,0,0,4,0,1,0,0,2018
"19730",40,0,1,7,7,7,6,5,7,6,5,5,4,4,4,1,1,6,0,1,1,0,2018
"19731",60,1,1,2,2,2,6,8,8,8,8,7,6,6,6,0,0,5,0,1,1,0,2018
"19732",49,1,1,3,1,3,1,4,1,6,5,4,6,4,5,1,0,6,0,1,1,0,2018
"19733",56,1,1,10,8,10,5,10,10,10,10,4,1,1,1,0,0,4,0,1,0,0,2018
"19734",46,1,1,2,2,7,2,7,5,5,7,5,4,4,4,1,1,5,0,1,1,0,2018
"19735",52,1,1,10,10,10,10,10,10,10,10,5,1,1,1,0,0,2,1,0,0,1,2018
"19736",56,1,1,5,4,5,8,7,8,5,7,7,4,5,4.5,0,0,4,0,0,0,0,2018
"19737",63,0,1,8,8,8,7,6,7,7,7,3,4,3,3.5,0,0,6,0,1,1,0,2018
"19738",58,1,1,6,5,6,7,4,4,7,6,4,5,4,4.5,1,0,6,0,1,1,0,2018
"19739",43,1,1,7,8,8,4,8,10,10,9,4,5,4,4.5,1,0,6,0,1,1,0,2018
"19740",48,1,1,10,10,10,10,10,10,10,10,7,7,7,7,NA,NA,7,1,0,1,0,2018
"19741",49,1,1,7,8,5,0,10,8,10,10,4,6,5,5.5,0,0,6,0,1,1,0,2018
"19742",38,1,1,0,2,2,1,3,2,6,2,4,3,4,3.5,0,0,4,0,1,0,0,2018
"19743",49,1,1,10,10,10,10,4,10,5,4,6,6,6,6,0,0,4,0,1,0,0,2018
"19744",40,1,1,6,3,5,6,8,8,9,8,6,7,7,7,0,0,4,0,0,0,0,2018
"19745",28,0,1,8,8,8,9,8,7,7,9,6,6,5,5.5,1,1,1,1,0,0,1,2018
"19746",58,1,1,9,8,9,5,8,7,8,8,4,4,4,4,0,0,4,0,1,0,0,2018
"19747",59,1,1,7,7,7,6,8,7,8,7,3,5,5,5,0,0,5,0,1,1,0,2018
"19748",49,1,1,8,6,2,10,7,6,6,5,5,5,4,4.5,0,0,3,0,0,0,1,2018
"19749",54,1,1,7,7,7,7,7,8,8,7,4,3,2,2.5,0,0,4,1,0,0,0,2018
"19750",48,1,1,10,8,10,5,8,10,10,10,5,5,5,5,0,0,7,0,1,1,0,2018
"19751",51,1,1,2,2,2,2,3,2,2,3,5,5,4,4.5,1,1,4,1,0,0,0,2018
"19752",28,1,1,10,10,10,10,7,9,10,10,3,3,3,3,0,0,5,0,1,1,0,2018
"19753",57,1,1,3,3,3,1,8,8,9,10,5,5,5,5,0,0,5,0,1,1,0,2018
"19754",59,1,1,8,8,8,8,7,7,7,7,5,6,6,6,0,0,4,1,0,0,0,2018
"19755",61,1,1,10,10,10,8,8,8,10,9,5,5,5,5,0,0,5,0,1,1,0,2018
"19756",33,1,1,9,9,10,8,7,7,5,8,3,3,2,2.5,1,0,2,1,0,0,1,2018
"19757",34,0,1,6,7,6,5,7,0,0,4,4,7,7,7,0,0,6,0,1,1,0,2018
"19758",40,1,1,10,9,10,10,10,9,9,10,6,7,6,6.5,1,1,7,1,0,1,0,2018
"19759",43,1,1,2,1,2,3,6,8,5,6,5,5,3,4,1,1,2,1,0,0,1,2018
"19760",59,1,1,1,1,1,0,10,10,10,10,4,5,5,5,1,0,4,0,0,0,0,2018
"19761",38,1,1,7,7,7,9,7,6,8,9,4,4,5,4.5,0,0,4,1,0,0,0,2018
"19762",31,1,1,9,10,9,10,8,10,6,8,7,3,3,3,1,1,6,0,1,1,0,2018
"19763",34,1,1,10,10,10,10,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,2018
"19764",31,1,1,8,7,NA,7,7,7,7,8,4,5,5,5,1,0,4,1,0,0,0,2018
"19765",26,1,1,10,10,10,10,10,10,10,10,1,1,1,1,0,0,7,0,0,1,0,2018
"19766",51,1,1,3,2,4,NA,6,7,7,6,5,5,5,5,1,0,6,0,1,1,0,2018
"19767",61,1,1,10,9,10,10,9,9,8,8,6,1,2,1.5,0,0,5,0,1,1,0,2018
"19768",30,1,1,8,7,9,NA,7,7,5,7,4,3,3,3,0,0,5,1,0,1,0,2018
"19769",29,1,1,10,5,10,9,2,9,6,10,6,4,5,4.5,1,0,1,1,0,0,1,2018
"19770",64,1,1,10,10,9,10,8,5,5,10,2,1,1,1,0,0,4,1,0,0,0,2018
"19771",54,1,1,6,6,6,4,9,NA,10,9,7,7,7,7,1,0,4,0,1,0,0,2018
"19772",48,1,1,NA,3,NA,1,7,8,7,7,5,5,5,5,1,0,3,1,0,0,1,2018
"19773",30,1,1,5,6,5,4,7,6,7,6,4,4,4,4,1,0,1,1,0,0,1,2018
"19774",49,1,1,1,6,1,1,10,10,10,10,6,7,7,7,1,1,1,1,0,0,1,2018
"19775",56,1,1,3,4,6,7,6,6,4,5,4,5,5,5,0,0,4,0,1,0,0,2018
"19776",61,1,1,8,8,10,10,0,1,1,1,1,1,1,1,1,0,5,0,0,1,0,2018
"19777",44,1,1,0,0,0,0,7,9,8,8,6,4,4,4,1,0,3,1,0,0,1,2018
"19778",55,1,1,10,10,10,10,10,10,10,10,4,1,7,4,1,0,4,1,0,0,0,2018
"19779",36,1,1,6,5,6,7,6,6,6,6,5,4,4,4,0,0,6,0,1,1,0,2018
"19780",59,1,1,7,8,8,9,3,6,6,3,3,2,1,1.5,0,0,6,0,1,1,0,2018
"19781",43,1,1,5,5,5,5,5,5,5,5,4,3,3,3,0,0,4,1,0,0,0,2018
"19782",26,1,1,8,7,8,6,8,8,10,8,4,4,2,3,1,0,5,0,1,1,0,2018
"19783",39,1,1,3,6,3,6,9,8,9,8,5,4,2,3,0,0,5,0,1,1,0,2018
"19784",47,1,1,8,8,8,5,8,8,8,8,7,7,7,7,0,0,6,0,1,1,0,2018
"19785",55,1,1,10,10,10,10,10,10,10,10,4,6,5,5.5,0,0,6,0,1,1,0,2018
"19786",57,1,1,2,7,5,2,3,5,4,1,3,5,4,4.5,0,0,4,0,0,0,0,2018
"19787",64,1,1,6,9,7,8,1,1,6,1,7,7,7,7,0,0,7,0,1,1,0,2018
"19788",49,1,1,10,9,10,10,NA,0,0,0,1,1,1,1,0,0,5,0,0,1,0,2018
"19789",64,1,1,5,9,8,4,10,4,10,10,2,2,2,2,0,0,2,1,0,0,1,2018
"19790",38,1,1,1,2,0,3,8,10,10,9,6,6,6,6,0,0,3,0,0,0,1,2018
"19791",35,1,1,7,6,8,8,8,6,9,8,6,5,6,5.5,0,0,4,0,0,0,0,2018
"19792",60,1,1,2,2,5,2,9,9,10,10,7,7,7,7,1,1,5,0,0,1,0,2018
"19793",45,1,1,4,6,4,6,10,10,10,10,7,7,7,7,0,0,1,1,0,0,1,2018
"19794",46,1,1,5,9,5,2,9,10,9,8,2,4,5,4.5,1,0,5,0,1,1,0,2018
"19795",35,0,1,3,4,3,3,10,10,10,10,7,7,7,7,0,0,1,1,0,0,1,2018
"19796",33,1,1,1,1,1,1,10,10,10,10,6,7,4,5.5,0,0,2,0,1,0,1,2018
"19797",31,1,1,10,10,10,0,10,10,10,5,4,2,2,2,0,0,4,1,0,0,0,2018
"19798",63,1,1,0,0,0,0,10,10,10,10,7,7,7,7,0,0,1,1,0,0,1,2018
"19799",31,1,1,10,10,10,10,10,10,10,10,7,7,7,7,0,0,6,0,1,1,0,2018
"19800",37,1,1,8,0,5,0,3,7,5,8,4,5,5,5,0,0,1,1,0,0,1,2018
"19801",63,1,1,5,3,4,2,5,5,5,5,4,5,4,4.5,1,1,2,1,0,0,1,2018
"19802",57,1,1,2,2,2,1,6,6,2,6,2,2,1,1.5,1,1,4,0,0,0,0,2018
"19803",56,1,1,8,3,8,4,7,6,5,8,5,3,3,3,0,0,5,0,0,1,0,2018
"19804",31,1,1,3,4,5,5,4,3,6,7,3,3,2,2.5,0,0,4,0,0,0,0,2018
"19805",63,1,1,5,5,5,5,7,7,7,7,5,5,5,5,0,0,2,0,0,0,1,2018
"19806",44,1,1,10,10,10,10,10,5,5,10,1,1,1,1,0,0,4,0,0,0,0,2018
"19807",59,1,1,8,9,4,1,9,9,9,9,3,5,5,5,0,0,2,1,0,0,1,2018
"19808",40,1,1,5,5,5,0,5,5,10,10,1,1,1,1,0,0,6,0,0,1,0,2018
"19809",53,1,1,7,8,7,5,9,9,8,10,6,6,3,4.5,1,0,6,0,1,1,0,2018
"19810",57,1,1,8,8,8,8,10,10,10,NA,5,3,3,3,0,0,4,0,0,0,0,2018
"19811",30,0,1,2,5,2,3,8,7,9,10,5,6,6,6,1,0,3,1,0,0,1,2018
"19812",48,1,1,0,0,0,0,0,0,0,0,7,7,7,7,0,0,1,1,0,0,1,2018
"19813",31,1,1,8,8,10,8,NA,10,10,10,7,NA,5,NA,0,0,7,0,0,1,0,2018
"19814",59,1,1,1,1,1,0,8,5,7,6,4,5,5,5,1,0,5,0,1,1,0,2018
"19815",30,1,1,8,4,8,5,5,7,8,9,5,5,5,5,0,0,6,0,1,1,0,2018
"19816",58,1,1,7,8,8,2,8,8,8,6,5,5,6,5.5,1,0,7,0,1,1,0,2018
"19817",59,1,1,5,7,5,5,5,7,8,8,4,3,3,3,0,0,5,0,1,1,0,2018
"19818",60,1,1,5,6,7,3,4,9,6,5,6,5,5,5,1,0,5,0,1,1,0,2018
"19819",59,1,1,7,1,1,1,5,8,4,8,3,5,4,4.5,0,0,5,0,0,1,0,2018
"19820",62,1,1,6,6,6,5,8,7,7,7,4,3,3,3,0,0,5,0,0,1,0,2018
"19821",60,1,1,10,10,10,10,10,10,10,10,4,5,7,6,0,0,4,1,0,0,0,2018
"19822",58,1,1,2,2,2,2,8,8,7,2,6,6,6,6,1,0,7,0,1,1,0,2018
"19823",40,1,1,10,8,10,7,8,6,7,6,3,2,2,2,0,0,5,0,1,1,0,2018
"19824",42,1,1,5,3,7,5,7,9,9,9,5,5,6,5.5,1,0,6,0,0,1,0,2018
"19825",26,1,1,8,9,8,10,9,10,8,9,4,4,4,4,0,0,7,0,0,1,0,2018
"19826",28,1,1,1,1,1,1,8,9,8,8,5,4,4,4,0,0,3,0,0,0,1,2018
"19827",63,1,1,6,8,8,10,1,6,5,1,1,1,1,1,0,0,4,0,0,0,0,2018
"19828",35,1,1,6,8,6,8,8,6,7,8,4,1,1,1,0,0,4,0,0,0,0,2018
"19829",26,0,1,1,1,1,1,9,10,10,10,6,7,5,6,1,1,1,1,0,0,1,2018
"19830",56,1,1,6,6,6,4,8,8,8,9,5,5,5,5,0,0,6,0,1,1,0,2018
"19831",29,1,1,10,10,10,10,8,5,9,10,1,1,1,1,0,0,4,0,0,0,0,2018
"19832",64,1,1,0,3,0,0,10,10,4,0,4,4,5,4.5,1,1,5,0,1,1,0,2018
"19833",58,1,1,7,9,2,4,8,5,7,5,4,5,4,4.5,0,0,7,0,1,1,0,2018
"19834",45,1,1,6,1,6,4,3,8,4,4,4,5,2,3.5,0,0,4,0,0,0,0,2018
"19835",38,1,1,8,9,9,1,6,6,1,4,5,3,5,4,0,0,4,1,0,0,0,2018
"19836",32,1,1,6,7,8,7,8,8,8,8,6,5,5,5,1,1,5,0,1,1,0,2018
"19837",63,1,1,9,7,10,8,8,7,9,8,5,5,4,4.5,0,0,6,0,1,1,0,2018
"19838",46,1,1,3,7,9,7,9,8,8,9,7,6,6,6,1,0,7,0,1,1,0,2018
"19839",30,1,1,0,10,10,10,10,0,10,10,4,4,4,4,0,0,4,0,0,0,0,2018
"19840",38,1,1,10,10,10,10,10,10,10,10,4,5,5,5,0,0,2,1,0,0,1,2018
"19841",45,1,1,5,5,5,0,5,5,10,5,1,4,1,2.5,0,0,4,0,0,0,0,2018
"19842",35,1,1,10,8,10,9,10,5,7,8,6,7,5,6,1,1,5,0,1,1,0,2018
"19843",64,1,1,6,5,5,5,0,10,10,0,1,1,1,1,0,0,1,1,0,0,1,2018
"19844",64,1,1,5,8,3,8,8,9,9,9,5,3,3,3,1,0,6,0,0,1,0,2018
"19845",62,1,1,6,6,5,5,7,6,6,7,3,5,5,5,0,0,3,1,0,0,1,2018
"19846",61,1,1,1,1,1,1,10,10,10,10,7,7,7,7,1,1,5,0,1,1,0,2018
"19847",35,1,1,6,5,7,4,4,7,4,5,4,3,3,3,0,0,6,0,0,1,0,2018
"19848",59,1,1,2,2,4,1,10,10,10,10,5,5,5,5,0,0,6,0,1,1,0,2018
"19849",42,1,1,2,1,1,1,8,8,8,8,7,7,7,7,0,0,NA,0,0,NA,NA,2018
"19850",42,1,1,8,9,2,10,10,8,8,10,7,5,5,5,0,0,4,1,0,0,0,2018
"19851",56,1,1,2,4,2,1,6,6,6,6,3,2,2,2,0,0,5,0,1,1,0,2018
"19852",33,1,1,2,1,2,1,7,7,8,7,6,6,5,5.5,1,0,3,1,0,0,1,2018
"19853",58,1,1,5,5,5,5,5,5,5,5,4,4,4,4,0,0,6,0,1,1,0,2018
"19854",49,1,1,6,5,6,9,9,5,8,8,4,5,5,5,0,0,4,1,0,0,0,2018
"19855",59,1,1,10,10,10,10,10,10,10,10,1,1,1,1,0,0,4,0,0,0,0,2018
"19856",39,1,1,5,5,5,5,5,5,5,5,5,4,4,4,0,0,4,1,0,0,0,2018
"19857",63,1,1,4,7,4,7,8,9,9,8,3,3,3,3,0,0,3,0,0,0,1,2018
"19858",39,1,1,5,6,5,7,7,8,8,10,5,4,4,4,1,0,2,1,0,0,1,2018
"19859",47,1,1,6,7,6,7,7,7,7,6,4,3,3,3,0,0,4,0,1,0,0,2018
"19860",30,1,1,10,10,10,10,10,10,10,10,7,7,7,7,1,1,4,0,1,0,0,2018
"19861",47,1,1,1,2,0,1,10,10,10,10,7,7,7,7,0,0,6,0,0,1,0,2018
"19862",57,1,1,3,2,4,0,4,7,7,5,6,6,6,6,0,0,5,0,0,1,0,2018
"19863",34,1,1,9,10,9,9,10,9,10,10,7,7,6,6.5,1,1,6,0,1,1,0,2018
"19864",54,1,1,8,7,7,6,6,7,7,7,4,4,3,3.5,1,0,2,1,0,0,1,2018
"19865",34,1,1,9,10,8,10,10,8,10,9,7,7,7,7,1,1,1,0,1,0,1,2018
"19866",40,1,1,9,9,9,9,7,7,7,7,4,4,4,4,0,0,4,0,0,0,0,2018
"19867",44,1,1,10,10,10,10,10,10,8,9,1,1,1,1,0,0,1,1,0,0,1,2018
"19868",39,1,1,5,5,5,5,5,5,5,5,1,4,4,4,0,0,3,1,0,0,1,2018
"19869",61,1,1,8,8,0,5,10,10,10,10,1,7,7,7,1,0,4,0,0,0,0,2018
"19870",62,1,1,5,7,1,7,7,7,7,7,4,4,4,4,0,0,3,1,0,0,1,2018
"19871",29,1,1,5,5,5,5,5,5,4,5,4,5,5,5,0,0,2,0,1,0,1,2018
"19872",27,1,1,6,6,6,6,6,6,7,6,3,4,4,4,0,0,4,1,0,0,0,2018
"19873",63,1,1,6,7,6,7,5,5,5,5,3,4,4,4,1,1,4,0,0,0,0,2018
"19874",44,1,1,6,4,3,6,6,3,3,7,4,5,5,5,0,0,4,0,0,0,0,2018
"19875",36,1,1,10,10,10,9,5,6,7,2,4,3,3,3,1,1,4,0,0,0,0,2018
"19876",53,1,1,10,7,10,10,10,6,10,7,3,2,1,1.5,0,0,1,1,0,0,1,2018
"19877",52,1,1,10,10,10,10,5,5,5,5,1,1,1,1,0,0,4,1,0,0,0,2018
"19878",47,1,1,5,6,4,3,6,7,6,6,4,5,5,5,0,0,4,0,1,0,0,2018
"19879",33,1,1,9,9,9,9,3,3,3,3,2,2,2,2,1,1,4,0,1,0,0,2018
"19880",38,1,1,6,7,6,7,5,5,8,7,4,4,5,4.5,1,1,4,0,0,0,0,2018
"19881",60,1,1,10,10,10,10,5,5,5,5,4,4,4,4,0,0,4,0,0,0,0,2018
"19882",48,1,1,8,7,8,7,8,6,7,6,4,5,5,5,1,0,2,1,0,0,1,2018
"19883",50,1,1,10,10,10,10,4,5,3,1,4,1,1,1,0,0,4,1,0,0,0,2018
"19884",61,1,1,10,9,10,9,7,10,9,10,7,7,7,7,0,0,4,0,1,0,0,2018
"19885",56,1,1,9,9,9,9,10,10,10,10,2,3,2,2.5,0,0,4,0,0,0,0,2018
"19886",62,1,1,5,6,5,6,6,6,5,5,3,4,3,3.5,0,0,6,0,1,1,0,2018
"19887",60,0,1,5,10,5,5,2,2,2,2,1,4,4,4,0,0,7,0,1,1,0,2018
"19888",43,1,1,10,9,10,10,10,10,7,10,5,5,5,5,0,0,3,1,0,0,1,2018
"19889",63,1,1,3,2,7,8,6,7,8,7,5,2,2,2,0,0,2,0,0,0,1,2018
"19890",52,1,1,6,7,6,8,7,5,7,5,4,5,5,5,0,0,3,1,0,0,1,2018
"19891",56,1,1,8,8,8,8,5,5,5,5,1,1,1,1,0,0,4,0,1,0,0,2018
"19892",50,1,1,2,2,5,2,7,7,6,7,6,6,6,6,1,0,6,0,1,1,0,2018
"19893",63,1,1,5,6,5,9,10,9,10,10,7,5,7,6,1,0,4,0,0,0,0,2018
"19894",61,1,1,1,10,3,7,10,10,10,10,5,5,5,5,1,0,6,0,0,1,0,2018
"19895",54,1,1,2,2,5,5,7,7,5,9,5,5,5,5,1,0,5,0,0,1,0,2018
"19896",64,1,1,8,6,5,9,4,5,5,3,3,4,2,3,0,0,5,0,1,1,0,2018
"19897",46,1,1,4,5,4,3,10,10,10,10,6,7,7,7,0,0,6,0,1,1,0,2018
"19898",45,1,1,1,0,3,0,4,1,1,1,2,2,4,3,0,0,4,0,0,0,0,2018
"19899",51,1,1,6,6,6,10,8,7,8,8,3,5,5,5,1,0,5,0,0,1,0,2018
"19900",60,1,1,2,2,2,2,10,10,10,10,4,7,7,7,1,1,4,1,0,0,0,2018
"19901",61,1,1,7,5,7,2,7,9,8,8,5,4,3,3.5,0,0,2,1,0,0,1,2018
"19902",46,1,1,6,8,NA,8,9,7,7,4,4,5,5,5,0,0,3,1,0,0,1,2018
"19903",32,0,1,7,7,7,7,0,0,1,0,1,1,1,1,0,0,7,0,1,1,0,2018
"19904",39,1,1,10,10,4,10,10,10,8,10,3,4,4,4,0,0,4,0,0,0,0,2018
"19905",64,1,1,2,7,2,3,2,3,3,3,3,3,2,2.5,0,0,3,0,1,0,1,2018
"19906",27,1,1,5,6,5,5,5,4,5,5,5,4,5,4.5,0,0,6,0,1,1,0,2018
"19907",42,1,1,7,8,6,4,5,5,5,5,3,4,4,4,0,0,2,1,0,0,1,2018
"19908",56,1,1,10,10,10,10,10,10,10,10,5,4,4,4,0,0,4,0,0,0,0,2018
"19909",57,1,1,0,0,0,0,0,0,0,10,1,1,1,1,0,0,4,0,0,0,0,2018
"19910",36,1,1,10,10,10,9,10,10,9,9,7,5,6,5.5,0,0,1,1,0,0,1,2018
"19911",40,1,1,5,7,5,6,9,8,8,8,6,7,6,6.5,1,1,2,1,0,0,1,2018
"19912",60,1,1,5,4,5,4,6,6,6,6,2,1,1,1,1,0,1,1,0,0,1,2018
"19913",64,1,1,6,6,6,0,9,7,8,8,3,4,4,4,1,0,1,1,0,0,1,2018
"19914",33,1,1,5,6,4,5,7,5,6,6,4,3,4,3.5,1,0,1,1,0,0,1,2018
"19915",52,1,1,2,3,1,2,8,9,8,9,6,6,6,6,0,0,5,0,0,1,0,2018
"19916",58,0,1,10,10,10,0,8,8,8,8,1,1,1,1,0,0,5,0,0,1,0,2018
"19917",64,1,1,4,4,10,0,10,10,10,10,7,7,7,7,1,0,7,0,1,1,0,2018
"19918",63,1,1,5,5,5,5,5,5,5,5,2,2,2,2,1,1,4,0,0,0,0,2018
"19919",40,1,1,7,8,7,7,5,4,4,5,2,2,2,2,0,0,1,0,0,0,1,2018
"19920",39,1,1,9,7,9,8,9,8,7,10,7,7,7,7,1,1,1,1,0,0,1,2018
"19921",43,1,1,10,10,10,7,10,8,10,10,6,5,6,5.5,0,0,6,0,1,1,0,2018
"19922",38,1,1,8,10,10,7,9,8,8,8,4,4,4,4,0,0,4,0,1,0,0,2018
"19923",56,1,1,5,8,5,4,7,4,4,7,3,3,2,2.5,0,0,4,0,0,0,0,2018
"19924",50,1,1,10,10,10,10,4,6,10,4,1,5,5,5,1,0,7,0,1,1,0,2018
"19925",45,1,1,7,7,8,5,3,8,7,6,2,1,1,1,0,0,2,0,1,0,1,2018
"19926",60,1,1,9,7,9,8,5,5,6,5,3,3,2,2.5,0,0,4,1,0,0,0,2018
"19927",55,1,1,2,5,2,5,0,0,2,0,4,4,4,4,0,0,7,0,1,1,0,2018
"19928",52,0,1,5,5,10,6,0,0,0,0,4,1,1,1,0,0,7,0,1,1,0,2018
"19929",46,1,1,5,4,5,5,8,6,6,7,6,6,6,6,1,0,6,0,1,1,0,2018
"19930",63,1,1,9,10,8,6,8,7,5,7,5,4,3,3.5,0,0,2,0,0,0,1,2018
"19931",59,1,1,2,3,6,2,6,7,2,6,5,3,2,2.5,0,0,4,0,1,0,0,2018
"19932",64,1,1,3,2,3,2,7,8,8,2,3,2,2,2,1,1,4,0,0,0,0,2018
"19933",40,1,1,9,9,9,9,6,6,5,6,1,4,2,3,0,0,4,0,0,0,0,2018
"19934",27,1,1,9,8,9,9,10,9,9,9,6,6,6,6,1,1,5,0,1,1,0,2018
"19935",55,1,1,7,7,7,1,5,5,5,5,2,4,2,3,1,0,1,1,0,0,1,2018
"19936",48,1,1,8,8,10,2,6,6,6,6,3,5,2,3.5,1,0,2,1,0,0,1,2018
"19937",26,1,1,8,9,8,9,10,9,7,8,7,7,6,6.5,1,0,5,0,1,1,0,2018
"19938",52,1,1,1,2,1,1,9,9,9,9,6,6,6,6,0,0,3,0,0,0,1,2018
"19939",55,1,1,10,10,10,10,10,10,10,10,1,1,2,1.5,1,1,7,0,1,1,0,2018
"19940",60,1,1,2,1,2,1,9,9,10,10,3,5,6,5.5,0,0,7,0,1,1,0,2018
